FarmID,HouseID,Sample_Type,sampleID,Farm_House,diluation_1,diluation_3,diluation_4,CFU,Test,Date,Cycle
BB,H1,C,4,BBH1C4,,212,,2.10E+05,5.3,1/18/13,2nd cycle
BB,H1,C,5,BBH1C5,228,,,2.20E+04,4.3,1/18/13,2nd cycle
BB,H1,C,6,BBH1C6,,360,,3.60E+05,5.6,1/18/13,2nd cycle
BB,H1,C,7,BBH1C7,,0,,0.00E+00,0,1/18/13,2nd cycle
BB,H1,C,8,BBH1C8,496,,,4.90E+04,4.7,1/18/13,2nd cycle
BB,H1,C,9,BBH1C9,672,,,6.70E+04,4.8,1/18/13,2nd cycle
BB,H1,C,10,BBH1C10,,280,,2.80E+05,5.4,1/18/13,2nd cycle
BB,H1,C,11,BBH1C11,,0,,0.00E+00,0,1/18/13,2nd cycle
BB,H1,C,12,BBH1C12,,696,,6.90E+05,5.8,1/18/13,2nd cycle
BB,H1,C,13,BBH1C13,,236,,2.30E+05,5.4,1/18/13,2nd cycle
BB,H1,C,14,BBH1C14,,412,,4.10E+05,5.6,1/18/13,2nd cycle
BB,H1,C,15,BBH1C15,,1240,,1.20E+06,6.1,1/18/13,2nd cycle
BB,H1,B,1,BBH1B1,,No Sample,,,,1/18/13,2nd cycle
BB,H1,B,2,BBH1B2,,No Sample,,,,1/18/13,2nd cycle
BB,H1,B,3,BBH1B3,,No Sample,,,,1/18/13,2nd cycle
BB,H2,C,1,BBH2C1,,56,,5.60E+04,4.7,1/18/13,2nd cycle
BB,H2,C,2,BBH2C2,,440,,4.40E+05,5.6,1/18/13,2nd cycle
BB,H2,C,3,BBH2C3,,157,,1.50E+05,5.2,1/18/13,2nd cycle
BB,H2,C,4,BBH2C4,,338,,3.30E+05,5.5,1/18/13,2nd cycle
BB,H2,C,5,BBH2C5,,432,,4.30E+05,5.6,1/18/13,2nd cycle
BB,H2,C,6,BBH2C6,,65,,6.50E+04,4.8,1/18/13,2nd cycle
BB,H2,C,7,BBH2C7,,,31,3.10E+06,6.5,1/18/13,2nd cycle
BB,H2,C,8,BBH2C8,,321,,3.20E+05,5.5,1/18/13,2nd cycle
BB,H2,C,9,BBH2C9,,414,,4.10E+05,5.6,1/18/13,2nd cycle
BB,H2,C,10,BBH2C10,,345,,3.50E+05,5.5,1/18/13,2nd cycle
BB,H2,C,11,BBH2C11,,189,,1.90E+05,5.3,1/18/13,2nd cycle
BB,H2,C,12,BBH2C12,,576,,5.70E+05,5.8,1/18/13,2nd cycle
BB,H2,C,13,BBH2C13,,245,,1.00E+04,4,1/18/13,2nd cycle
BB,H2,C,14,BBH2C14,100,,,1.00E+04,4,1/18/13,2nd cycle
BB,H2,C,15,BBH2C15,,128,,1.30E+05,5.1,1/18/13,2nd cycle
BB,H2,B,1,BBH2B1,,No Sample,,,,1/18/13,2nd cycle
BB,H2,B,2,BBH2B2,,No Sample,,,,1/18/13,2nd cycle
BB,H2,B,3,BBH2B3,,No Sample,,,,1/18/13,2nd cycle
BB,H3,C,1,BBH3C1,,600,,6.00E+05,5.8,1/18/13,2nd cycle
BB,H3,C,2,BBH3C2,,404,,4.00E+05,5.6,1/18/13,2nd cycle
BB,H3,C,3,BBH3C3,,52,,5.20E+04,4.7,1/18/13,2nd cycle
BB,H3,C,4,BBH3C4,,49,,5.00E+04,4.7,1/18/13,2nd cycle
BB,H3,C,5,BBH3C5,,,78,7.80E+06,6.9,1/18/13,2nd cycle
BB,H3,C,6,BBH3C6,504,,,5.00E+04,4.7,1/18/13,2nd cycle
BB,H3,C,7,BBH3C7,,472,,4.70E+05,5.7,1/18/13,2nd cycle
BB,H3,C,8,BBH3C8,,880,,8.80E+05,5.9,1/18/13,2nd cycle
BB,H3,C,9,BBH3C9,,224,,2.20E+05,5.3,1/18/13,2nd cycle
BB,H3,C,10,BBH3C10,,952,,9.50E+05,6,1/18/13,2nd cycle
BB,H3,C,11,BBH3C11,,352,,3.50E+05,5.5,1/18/13,2nd cycle
BB,H3,C,12,BBH3C12,,,28,2.80E+06,6.4,1/18/13,2nd cycle
BB,H3,C,13,BBH3C13,,,202,2.00E+07,7.3,1/18/13,2nd cycle
BB,H3,C,14,BBH3C14,,94,,9.40E+04,5,1/18/13,2nd cycle
BB,H3,C,15,BBH3C15,,148,,1.40E+05,5.1,1/18/13,2nd cycle
BB,H3,B,1,BBH3B1,,No Sample,,,,1/18/13,2nd cycle
BB,H3,B,2,BBH3B2,,No Sample,,,,1/18/13,2nd cycle
BB,H3,B,3,BBH3B3,,No Sample,,,,1/18/13,2nd cycle
BB,H4,C,1,BBH4C1,,87,,8.70E+04,4.9,1/18/13,2nd cycle
BB,H4,C,2,BBH4C2,,43,,4.30E+04,4.6,1/18/13,2nd cycle
BB,H4,C,3,BBH4C3,,548,,5.40E+05,5.7,1/18/13,2nd cycle
BB,H4,C,4,BBH4C4,35,,,3.50E+03,3.5,1/18/13,2nd cycle
BB,H4,C,5,BBH4C5,,155,,1.50E+05,5.2,1/18/13,2nd cycle
BB,H4,C,6,BBH4C6,,38,,3.80E+04,4.6,1/18/13,2nd cycle
BB,H4,C,7,BBH4C7,,40,,4.00E+04,4.6,1/18/13,2nd cycle
BB,H4,C,8,BBH4C8,,1960,,2.00E+06,6.3,1/18/13,2nd cycle
BB,H4,C,9,BBH4C9,,1280,,1.20E+06,6.1,1/18/13,2nd cycle
BB,H4,C,10,BBH4C10,16,,,1.60E+03,3.2,1/18/13,2nd cycle
BB,H4,C,11,BBH4C11,,,233,2.30E+07,7.4,1/18/13,2nd cycle
BB,H4,C,12,BBH4C12,,,40,4.00E+06,6.6,1/18/13,2nd cycle
BB,H4,C,13,BBH4C13,,131,,1.30E+05,5.1,1/18/13,2nd cycle
BB,H4,C,14,BBH4C14,,760,,7.60E+05,5.9,1/18/13,2nd cycle
BB,H4,C,15,BBH4C15,,,318,3.10E+07,7.5,1/18/13,2nd cycle
BB,H4,B,1,BBH4B1,,No Sample,,,,1/18/13,2nd cycle
BB,H4,B,2,BBH4B2,,No Sample,,,,1/18/13,2nd cycle
BB,H4,B,3,BBH4B3,,No Sample,,,,1/18/13,2nd cycle
BB,H1,C,1,BBH1C1,,119,,1.19E+05,5.1,4/4/13,3rd cycle
BB,H1,C,2,BBH1C2,,109,,1.09E+05,5,4/4/13,3rd cycle
BB,H1,C,3,BBH1C3,,136,,1.36E+05,5.1,4/4/13,3rd cycle
BB,H1,C,4,BBH1C4,,,34,3.40E+06,6.5,4/4/13,3rd cycle
BB,H1,C,5,BBH1C5,,1348,,1.35E+06,6.1,4/4/13,3rd cycle
BB,H1,C,6,BBH1C6,,,40,4.00E+06,6.6,4/4/13,3rd cycle
BB,H1,C,7,BBH1C7,,2992,,2.99E+06,6.5,4/4/13,3rd cycle
BB,H1,C,8,BBH1C8,,473,,4.73E+05,5.7,4/4/13,3rd cycle
BB,H1,C,9,BBH1C9,,366,,3.66E+05,5.6,4/4/13,3rd cycle
BB,H1,C,10,BBH1C10,,842,,8.42E+05,5.9,4/4/13,3rd cycle
BB,H1,C,11,BBH1C11,,401,,4.01E+05,5.6,4/4/13,3rd cycle
BB,H1,C,12,BBH1C12,,20,,2.00E+04,4.3,4/4/13,3rd cycle
BB,H1,C,13,BBH1C13,,,75,7.50E+06,6.9,4/4/13,3rd cycle
BB,H1,C,14,BBH1C14,,440,,4.40E+05,5.6,4/4/13,3rd cycle
BB,H1,C,15,BBH1C15,,1104,,1.10E+06,6,4/4/13,3rd cycle
BB,H1,B,1,BBH1B1,22,,,2.20E+03,3.3,4/4/13,3rd cycle
BB,H1,B,2,BBH1B2,83,,,8.30E+03,3.9,4/4/13,3rd cycle
BB,H1,B,3,BBH1B3,17,,,1.70E+03,3.2,4/4/13,3rd cycle
BB,H2,C,1,BBH2C1,,264,,2.60E+05,5.4,4/4/13,3rd cycle
BB,H2,C,2,BBH2C2,,144,,1.40E+05,5.1,4/4/13,3rd cycle
BB,H2,C,3,BBH2C3,,248,,2.40E+05,5.4,4/4/13,3rd cycle
BB,H2,C,4,BBH2C4,,,78,7.80E+06,6.9,4/4/13,3rd cycle
BB,H2,C,5,BBH2C5,,85,,8.50E+04,4.9,4/4/13,3rd cycle
BB,H2,C,6,BBH2C6,,,66,6.60E+06,6.8,4/4/13,3rd cycle
BB,H2,C,7,BBH2C7,,36,,3.60E+04,4.6,4/4/13,3rd cycle
BB,H2,C,8,BBH2C8,,367,,3.60E+05,5.6,4/4/13,3rd cycle
BB,H2,C,9,BBH2C9,,1048,,1.00E+06,6,4/4/13,3rd cycle
BB,H2,C,10,BBH2C10,,812,,8.10E+05,5.9,4/4/13,3rd cycle
BB,H2,C,11,BBH2C11,,56,,5.60E+04,4.7,4/4/13,3rd cycle
BB,H2,C,12,BBH2C12,,,35,3.50E+06,6.5,4/4/13,3rd cycle
BB,H2,C,13,BBH2C13,,20,,2.00E+04,4.3,4/4/13,3rd cycle
BB,H2,C,14,BBH2C14,,22,,2.20E+04,4.3,4/4/13,3rd cycle
BB,H2,C,15,BBH2C15,,,57,5.70E+06,6.8,4/4/13,3rd cycle
BB,H2,B,1,BBH2B1,,0,,0.00E+00,0,4/4/13,3rd cycle
BB,H2,B,2,BBH2B2,35,,,3.50E+03,3.5,4/4/13,3rd cycle
BB,H2,B,3,BBH2B3,44,,,4.40E+03,3.6,4/4/13,3rd cycle
BB,H3,C,1,BBH3C1,,31,,3.10E+04,4.5,4/4/13,3rd cycle
BB,H3,C,2,BBH3C2,,240,,2.40E+05,5.4,4/4/13,3rd cycle
BB,H3,C,3,BBH3C3,,328,,3.20E+05,5.5,4/4/13,3rd cycle
BB,H3,C,4,BBH3C4,524,,,5.20E+04,4.7,4/4/13,3rd cycle
BB,H3,C,5,BBH3C5,,1040,,1.00E+06,6,4/4/13,3rd cycle
BB,H3,C,6,BBH3C6,,,156,1.50E+07,7.2,4/4/13,3rd cycle
BB,H3,C,7,BBH3C7,,46,,4.60E+04,4.7,4/4/13,3rd cycle
BB,H3,C,8,BBH3C8,,396,,3.90E+05,5.6,4/4/13,3rd cycle
BB,H3,C,9,BBH3C9,,376,,3.70E+05,5.6,4/4/13,3rd cycle
BB,H3,C,10,BBH3C10,,148,,1.40E+05,5.1,4/4/13,3rd cycle
BB,H3,C,11,BBH3C11,,33,,3.30E+04,4.5,4/4/13,3rd cycle
BB,H3,C,12,BBH3C12,,46,,4.60E+04,4.7,4/4/13,3rd cycle
BB,H3,C,13,BBH3C13,,184,,1.80E+05,5.3,4/4/13,3rd cycle
BB,H3,C,14,BBH3C14,,25,,2.50E+04,4.4,4/4/13,3rd cycle
BB,H3,C,15,BBH3C15,,144,,1.40E+05,5.1,4/4/13,3rd cycle
BB,H3,B,1,BBH3B1,,4,,4.00E+03,3.6,4/4/13,3rd cycle
BB,H3,B,2,BBH3B2,,11,,1.10E+04,4,4/4/13,3rd cycle
BB,H3,B,3,BBH3B3,,3,,3.00E+03,3.5,4/4/13,3rd cycle
BB,H4,C,1,BBH4C1,,65,,6.50E+04,4.8,4/4/13,3rd cycle
BB,H4,C,2,BBH4C2,,211,,2.10E+05,5.3,4/4/13,3rd cycle
BB,H4,C,3,BBH4C3,,385,,3.80E+05,5.6,4/4/13,3rd cycle
BB,H4,C,4,BBH4C4,,35,,3.50E+04,4.5,4/4/13,3rd cycle
BB,H4,C,5,BBH4C5,,21,,2.10E+04,4.3,4/4/13,3rd cycle
BB,H4,C,6,BBH4C6,,332,,3.30E+05,5.5,4/4/13,3rd cycle
BB,H4,C,7,BBH4C7,,351,,3.50E+05,5.5,4/4/13,3rd cycle
BB,H4,C,8,BBH4C8,,370,,3.70E+05,5.6,4/4/13,3rd cycle
BB,H4,C,9,BBH4C9,,210,,2.10E+05,5.3,4/4/13,3rd cycle
BB,H4,C,10,BBH4C10,283,,,2.80E+04,4.4,4/4/13,3rd cycle
BB,H4,C,11,BBH4C11,,33,,3.30E+04,4.5,4/4/13,3rd cycle
BB,H4,C,12,BBH4C12,,128,,1.20E+05,5.1,4/4/13,3rd cycle
BB,H4,C,13,BBH4C13,,38,,3.80E+04,4.6,4/4/13,3rd cycle
BB,H4,C,14,BBH4C14,491,,,4.90E+04,4.7,4/4/13,3rd cycle
BB,H4,C,15,BBH4C15,,103,,1.00E+05,5,4/4/13,3rd cycle
BB,H4,B,1,BBH4B1,,0,,0.00E+00,0,4/4/13,3rd cycle
BB,H4,B,2,BBH4B2,,1,,1.00E+03,3,4/4/13,3rd cycle
BB,H4,B,3,BBH4B3,,0,,0.00E+00,0,4/4/13,3rd cycle
BB,H1,C,1,BBH1C1,380,,,3.80E+04,4.6,6/13/13,4th cycle
BB,H1,C,2,BBH1C2,398,,,3.98E+04,4.6,6/13/13,4th cycle
BB,H1,C,3,BBH1C3,40,,,4.00E+03,3.6,6/13/13,4th cycle
BB,H1,C,4,BBH1C4,56,,,5.60E+03,3.7,6/13/13,4th cycle
BB,H1,C,5,BBH1C5,,102,,1.02E+05,5,6/13/13,4th cycle
BB,H1,C,6,BBH1C6,,97,,9.70E+04,5,6/13/13,4th cycle
BB,H1,C,7,BBH1C7,,,38,3.80E+06,6.6,6/13/13,4th cycle
BB,H1,C,8,BBH1C8,472,,,4.72E+04,4.7,6/13/13,4th cycle
BB,H1,C,9,BBH1C9,1112,,,1.11E+05,5,6/13/13,4th cycle
BB,H1,C,10,BBH1C10,200,,,2.00E+04,4.3,6/13/13,4th cycle
BB,H1,C,11,BBH1C11,556,,,5.56E+04,4.7,6/13/13,4th cycle
BB,H1,C,12,BBH1C12,216,,,2.16E+04,4.3,6/13/13,4th cycle
BB,H1,C,13,BBH1C13,,34,,3.40E+04,4.5,6/13/13,4th cycle
BB,H1,C,14,BBH1C14,1536,,,1.54E+05,5.2,6/13/13,4th cycle
BB,H1,C,15,BBH1C15,,68,,6.80E+04,4.8,6/13/13,4th cycle
BB,H1,B,1,BBH1B1,,0,,0.00E+00,0,6/13/13,4th cycle
BB,H1,B,2,BBH1B2,184,,,1.84E+04,4.3,6/13/13,4th cycle
BB,H1,B,3,BBH1B3,764,,,7.64E+04,4.9,6/13/13,4th cycle
BB,H2,C,1,BBH2C1,,30,,3.00E+04,4.5,6/13/13,4th cycle
BB,H2,C,2,BBH2C2,,151,,1.51E+05,5.2,6/13/13,4th cycle
BB,H2,C,3,BBH2C3,63,,,6.30E+03,3.8,6/13/13,4th cycle
BB,H2,C,4,BBH2C4,,376,,3.76E+05,5.6,6/13/13,4th cycle
BB,H2,C,5,BBH2C5,,59,,5.90E+04,4.8,6/13/13,4th cycle
BB,H2,C,6,BBH2C6,,80,,8.00E+04,4.9,6/13/13,4th cycle
BB,H2,C,7,BBH2C7,162,,,1.62E+04,4.2,6/13/13,4th cycle
BB,H2,C,8,BBH2C8,122,,,1.22E+04,4.1,6/13/13,4th cycle
BB,H2,C,9,BBH2C9,,60,,6.00E+04,4.8,6/13/13,4th cycle
BB,H2,C,10,BBH2C10,,176,,1.76E+05,5.2,6/13/13,4th cycle
BB,H2,C,11,BBH2C11,,94,,9.40E+04,5,6/13/13,4th cycle
BB,H2,C,12,BBH2C12,,133,,1.33E+05,5.1,6/13/13,4th cycle
BB,H2,C,13,BBH2C13,,448,,4.48E+05,5.7,6/13/13,4th cycle
BB,H2,C,14,BBH2C14,,336,,3.36E+05,5.5,6/13/13,4th cycle
BB,H2,C,15,BBH2C15,,172,,1.72E+05,5.2,6/13/13,4th cycle
BB,H2,B,1,BBH2B1,568,,,5.68E+04,4.8,6/13/13,4th cycle
BB,H2,B,2,BBH2B2,73,,,7.30E+03,3.9,6/13/13,4th cycle
BB,H2,B,3,BBH2B3,584,,,5.84E+04,4.8,6/13/13,4th cycle
BB,H3,C,1,BBH3C1,320,,,3.20E+04,4.5,6/13/13,4th cycle
BB,H3,C,2,BBH3C2,100,,,1.00E+04,4,6/13/13,4th cycle
BB,H3,C,3,BBH3C3,49,,,4.90E+03,3.7,6/13/13,4th cycle
BB,H3,C,4,BBH3C4,59,,,5.90E+03,3.8,6/13/13,4th cycle
BB,H3,C,5,BBH3C5,66,,,6.60E+03,3.8,6/13/13,4th cycle
BB,H3,C,6,BBH3C6,161,,,1.61E+04,4.2,6/13/13,4th cycle
BB,H3,C,7,BBH3C7,14,,,1.40E+03,3.1,6/13/13,4th cycle
BB,H3,C,8,BBH3C8,15,,,1.50E+03,3.2,6/13/13,4th cycle
BB,H3,C,9,BBH3C9,22,,,2.20E+03,3.3,6/13/13,4th cycle
BB,H3,C,10,BBH3C10,30,,,3.00E+03,3.5,6/13/13,4th cycle
BB,H3,C,11,BBH3C11,64,,,6.40E+03,3.8,6/13/13,4th cycle
BB,H3,C,12,BBH3C12,16,,,1.60E+03,3.2,6/13/13,4th cycle
BB,H3,C,13,BBH3C13,40,,,4.00E+03,3.6,6/13/13,4th cycle
BB,H3,C,14,BBH3C14,84,,,8.40E+03,3.9,6/13/13,4th cycle
BB,H3,C,15,BBH3C15,37,,,3.70E+03,3.6,6/13/13,4th cycle
BB,H3,B,1,BBH3B1,32,,,3.20E+03,3.5,6/13/13,4th cycle
BB,H3,B,2,BBH3B2,177,,,1.77E+04,4.2,6/13/13,4th cycle
BB,H3,B,3,BBH3B3,148,,,1.48E+04,4.2,6/13/13,4th cycle
BB,H4,C,1,BBH4C1,,481,,4.81E+05,5.7,6/13/13,4th cycle
BB,H4,C,2,BBH4C2,,46,,4.60E+04,4.7,6/13/13,4th cycle
BB,H4,C,3,BBH4C3,,99,,9.90E+04,5,6/13/13,4th cycle
BB,H4,C,4,BBH4C4,880,,,8.80E+04,4.9,6/13/13,4th cycle
BB,H4,C,5,BBH4C5,,38,,3.80E+04,4.6,6/13/13,4th cycle
BB,H4,C,6,BBH4C6,,250,,2.50E+05,5.4,6/13/13,4th cycle
BB,H4,C,7,BBH4C7,,87,,8.70E+04,4.9,6/13/13,4th cycle
BB,H4,C,8,BBH4C8,,27,,2.70E+04,4.4,6/13/13,4th cycle
BB,H4,C,9,BBH4C9,92,,,9.20E+03,4,6/13/13,4th cycle
BB,H4,C,10,BBH4C10,245,,,2.45E+04,4.4,6/13/13,4th cycle
BB,H4,C,11,BBH4C11,,48,,4.80E+04,4.7,6/13/13,4th cycle
BB,H4,C,12,BBH4C12,,58,,5.80E+04,4.8,6/13/13,4th cycle
BB,H4,C,13,BBH4C13,6,,,6.00E+02,2.8,6/13/13,4th cycle
BB,H4,C,14,BBH4C14,10,,,1.00E+03,3,6/13/13,4th cycle
BB,H4,C,15,BBH4C15,128,,,1.28E+04,4.1,6/13/13,4th cycle
BB,H4,B,1,BBH4B1,78,,,7.80E+03,3.9,6/13/13,4th cycle
BB,H4,B,2,BBH4B2,,0,,0.00E+00,0,6/13/13,4th cycle
BB,H4,B,3,BBH4B3,,7,,7.00E+03,3.8,6/13/13,4th cycle
BB,H1,C,1,BBH1C1,124,,,1.24E+04,4.1,8/21/13,5th cycle
BB,H1,C,2,BBH1C2,,101,,1.01E+05,5,8/21/13,5th cycle
BB,H1,C,3,BBH1C3,,135,,1.35E+05,5.1,8/21/13,5th cycle
BB,H1,C,4,BBH1C4,280,,,2.80E+04,4.4,8/21/13,5th cycle
BB,H1,C,5,BBH1C5,,68,,6.80E+04,4.8,8/21/13,5th cycle
BB,H1,C,6,BBH1C6,8,,,8.00E+02,2.9,8/21/13,5th cycle
BB,H1,C,7,BBH1C7,,128,,1.28E+05,5.1,8/21/13,5th cycle
BB,H1,C,8,BBH1C8,,992,,9.92E+05,6,8/21/13,5th cycle
BB,H1,C,9,BBH1C9,,,38,3.80E+06,6.6,8/21/13,5th cycle
BB,H1,C,10,BBH1C10,,932,,9.32E+05,6,8/21/13,5th cycle
BB,H1,C,11,BBH1C11,,608,,6.08E+05,5.8,8/21/13,5th cycle
BB,H1,C,12,BBH1C12,,,103,1.03E+07,7,8/21/13,5th cycle
BB,H1,C,13,BBH1C13,298,,,2.98E+04,4.5,8/21/13,5th cycle
BB,H1,C,14,BBH1C14,80,,,8.00E+03,3.9,8/21/13,5th cycle
BB,H1,C,15,BBH1C15,,59,,5.90E+04,4.8,8/21/13,5th cycle
BB,H1,B,1,BBH1B1,0,0,0,0.00E+00,0,8/21/13,5th cycle
BB,H1,B,2,BBH1B2,0,0,0,0.00E+00,0,8/21/13,5th cycle
BB,H1,B,3,BBH1B3,0,0,0,0.00E+00,0,8/21/13,5th cycle
BB,H2,C,1,BBH2C1,,89,,8.90E+04,4.9,8/21/13,5th cycle
BB,H2,C,2,BBH2C2,81,,,8.10E+03,3.9,8/21/13,5th cycle
BB,H2,C,3,BBH2C3,80,,,8.00E+03,3.9,8/21/13,5th cycle
BB,H2,C,4,BBH2C4,,,61,6.10E+06,6.8,8/21/13,5th cycle
BB,H2,C,5,BBH2C5,90,,,9.00E+03,4,8/21/13,5th cycle
BB,H2,C,6,BBH2C6,,83,,8.30E+04,4.9,8/21/13,5th cycle
BB,H2,C,7,BBH2C7,,114,,1.14E+05,5.1,8/21/13,5th cycle
BB,H2,C,8,BBH2C8,170,,,1.70E+04,4.2,8/21/13,5th cycle
BB,H2,C,9,BBH2C9,168,,,1.68E+04,4.2,8/21/13,5th cycle
